data_subject_id,dataset,label,node,record_text,created_at,value,owner_email
MNI014925,mnist,4,NSW,mnist sample record 4,2024-08-31,0.4573,user29053@example.com
MNI006730,mnist,5,TAS,mnist sample record 5,2024-07-05,1.1775,user28554@example.com
MNI001665,mnist,4,NSW,mnist sample record 4,2024-08-08,0.4914,user26890@example.com
MNI003114,mnist,2,TAS,mnist sample record 2,2024-04-03,-2.8306,user15786@example.com
MNI009616,mnist,6,NT,mnist sample record 6,2024-09-01,-1.2204,user2936@example.com
MNI013131,mnist,7,TAS,mnist sample record 7,2024-05-27,-0.3134,user7528@example.com
MNI005318,mnist,5,VIC,mnist sample record 5,2024-12-29,0.1111,user23074@example.com
MNI008318,mnist,9,VIC,mnist sample record 9,2024-10-26,1.5105,user18049@example.com
MNI003368,mnist,4,QLD,mnist sample record 4,2024-06-04,-0.1931,user21689@example.com
MNI004109,mnist,9,SA,mnist sample record f,2024-11-10,-0.3351,user27285@example.com
MNI004742,mnist,8,QLD,mnist sample record 8,2024-09-25,1.1029,user7646@example.com
MNI011424,mnist,0,SA,mnist sample record 0,2024-03-22,0.09,user35416@example.com
MNI001272,mnist,4,NSW,mnist sample record 4,2024-09-14,-0.0754,user14596@example.com
MNI001487,mnist,7,VIC,mnist sample record 7,2024-03-01,-0.4524,user35471@example.com
MNI002033,mnist,5,TAS,mnist sample record 5,2024-08-09,-0.8662,user37578@example.com
MNI013979,mnist,3,WA,mnist sample record 3,2024-01-02,0.0803,user22267@example.com
MNI014922,mnist,2,QLD,mnist sample record 2,2024-05-07,0.8718,user30762@example.com
MNI004629,mnist,0,NT,mnist sample record 0,2024-06-12,0.5037,user26130@exmmple.com
MNI010083,mnist,9,TAS,mnist sample record 9,2024-04-25,-0.4769,user11311@example.com
MNI011641,mnist,4,NSW,mnist sample record 4,2024-08-07,-2.007,user28958@example.com
MNI009142,mnist,3,VIC,mnist sample record 3,2024-09-02,-1.7606,user38985@example.com
MNI007332,mnist,8,NT,mnist sample record 8,2024-09-20,0.19,user18145@example.com
MNI001052,mnist,5,VIC,mnist sample record 5,2024-11-16,1.2718,user27455@example.com
MNI009118,mnist,0,TAS,mnist sample record 0,2024-03-28,0.7563,user9447@example.com
MNI009284,mnist,1,ACT,mnist sample record 1,2024-11-10,1.2298,user16868@example.com
MNI013931,mnist,5,WA,mnist sample record 5,2024-06-05,-0.0862,user39094@example.com
MNI000069,mnist,4,SA,mnist sample record 4,2024-03-04,0.6245,user15753@example.com
MNI009097,mnist,6,VIC,mnist sample record 6,2024-09-14,0.0711,user13924@example.com
MNI005715,mnist,5,NSW,mnist sample record 5,2024-05-09,1.7811,user5181@example.com
MNI014561,mnist,3,TAS,mnist sample record 3,2024-01-13,1.0927,user26275@example.com
MNI004660,mnist,0,SA,mnist sample record 0,2024-06-16,-0.4902,user34120@example.com
MNI004037,mnist,5,TAS,mnist sample record 5,2024-02-02,-1.4455,user6760@example.com
MNI003005,mnist,8,NT,mnist sample record 8,2024-09-02,0.747,user22118@example.com
MNI011001,mnist,4,ACT,mnist sample record 4,2024-03-12,0.6592,user7080@example.com
MNI009745,mnist,7,TAS,mnist sample record 7,2024-02-16,-1.5732,user36505@example.com
MNI007045,mnist,9,WA,mnist sample record 9,2024-03-31,-0.8702,user23051@example.com
MNI013224,mnist,5,ACT,mnist sample record 5,2024-10-05,-1.4064,user12883@example.com
MNI006710,mnist,6,TAS,mnist sample recordf6,2024-06-15,1.229,user17736@exayple.com
MNI004446,mnist,6,WA,mnist sample record 6,2024-03-06,-1.0735,user31684@example.com
MNI006038,mnist,1,VIC,mnist sample record 1,2024-12-15,0.5483,user12777@example.com
MNI011392,mnist,4,TAS,mnist sample record 4,2024-02-09,1.3572,user2642@example.com
MNI005323,mnist,6,TAS,mnist sample record 6,2024-09-22,0.0273,user21853@example.com
MNI000894,mnist,7,VIC,mnist sample record 7,2024-07-06,-0.987,user36769@example.com
MNI010172,mnist,0,NT,mnist sample record 0,2024-10-08,0.7303,user26540@example.com
MNI005451,mnist,2,ACT,mnist sample record 2,2024-09-18,-2.248,user6979@example.com
MNI011254,mnist,8,TAS,mnist sample record 8,2024-09-12,0.6368,user3264@example.com
MNI008208,mnist,7,SA,mnist symple record 7,2024-09-06,1.0784,user31851@cxample.com
MNI005485,mnist,8,NT,mnist sample record 8,2024-12-16,0.5998,user4298@example.com
MNI010852,mnist,2,QLD,mnist sample record 2,2024-08-03,-0.6752,user13767@example.com
MNI005648,mnist,5,TAS,mnist saople record 5,2024-12-23,-1.182,user23633texample.com
MNI008734,mnist,4,WA,mnist sample record 4,2024-11-15,-0.237,user18131@example.com
MNI011888,mnist,3,NSW,mnist sample record 3,2024-01-03,-1.5602,user235@example.com
MNI012160,mnist,5,VIC,mnist sample record 5,2024-12-17,-2.1514,user30040@example.com
MNI000538,mnist,2,NT,mnist sample record 2,2024-04-04,-0.789,user15124@example.com
MNI001139,mnist,2,NT,mnist sample record 2,2024-12-14,0.5504,user8739@example.com
MNI012101,mnist,9,ACT,mnist sample record 9,2024-08-18,-0.3911,user31825@example.com
MNI002317,mnist,3,WA,mnist sample record 3,2024-03-23,-0.0325,user19103@example.com
MNI007400,mnist,2,NT,mnist sample record 2,2024-06-07,2.112,user13920@example.com
MNI000793,mnist,1,NT,mnist sample record 1,2024-04-09,-1.1974,user15935@example.com
MNI009812,mnist,1,ACT,mnist sample record 1,2024-07-16,-0.5154,user34567@example.com
MNI008319,mnist,4,SA,mnist sample record 4,2024-04-04,-2.3899,user3334@example.com
MNI002428,mnist,4,VIC,mnist sample record 4,2024-09-17,-1.0379,user8705@example.com
MNI007827,mnist,3,TAS,mnist sample record 3,2024-11-24,0.8334,user17332@example.com
MNI011763,mnist,1,NSW,mnist sample record 1,2024-05-06,0.2626,user1269@example.com
MNI014919,mnist,4,VIC,mnist sample record 4,2024-12-04,1.1633,user4813@example.com
MNI004339,mnist,8,QLD,mnist sample record 8,2024-01-02,-1.9304,user15612@example.com
MNI011882,mnist,5,TAS,mnist sample record 5,2024-03-07,1.1328,user24902@example.com
MNI006030,mnist,0,WA,mnist sample record 0,2024-06-06,1.1862,user24927@example.com
MNI010207,mnist,1,NSW,mnist sample record 1,2024-05-27,-0.6199,user14508@example.com
MNI014475,mnist,9,SA,mnist sample record 9,2024-07-09,-0.4562,user13183@example.com
MNI004454,mnist,1,ACT,mnist sample record 1,2024-07-28,-1.0549,user23430@example.com
MNI009587,mnist,1,NSW,mnist sample record 1,2024-11-23,1.2759,user39150@example.com
MNI011401,mnist,1,TAS,mnist sample record 1,2024-08-19,0.0689,user32120@example.com
MNI006051,mnist,3,NT,mnist sample record 3,2024-08-18,-0.3959,user3747@example.com
MNI000469,mnist,0,NT,mnist sample record 0,2024-02-09,1.4565,user9357@example.com
MNI003482,mnist,0,QLD,mnist sample record 0,2024-02-23,-0.7303,user33085@example.com
MNI013100,mnist,9,SA,mzist sample record 9,2024-07-06,0.5361,fser9996@example.com
MNI010707,mnist,9,TAS,mnist sample record 9,2024-04-25,-0.1024,user23306@example.com
MNI008638,mnist,8,NSW,mnist sample record 8,2024-10-25,-1.6522,user5180@example.com
MNI003605,mnist,2,VIC,mnist sample record 2,2024-09-20,-0.7503,user18239@example.com
MNI014434,mnist,6,QLD,mnist sample record 6,2024-10-27,0.0887,user18382@example.com
MNI004332,mnist,4,WA,mnist sample record 4,2024-11-30,0.1915,user10710@example.com
MNI006175,mnist,1,NSW,mnist sample record 1,2024-05-18,-0.8034,user25666@example.com
MNI003501,mnist,0,VIC,mnist sample record 0,2024-08-05,2.2168,user11931@example.com
MNI010416,mnist,4,QLD,mnist sample record 4,2024-07-11,-0.1573,user27795@example.com
MNI002156,mnist,0,NT,mnist sample record 0,2024-09-08,1.7177,user27665@example.com
MNI012210,mnist,9,ACT,mnist sample record 9,2024-08-06,-1.998,user29171@example.com
MNI011211,mnist,1,NSW,mnist sample record 1,2024-07-28,0.2436,user24369@example.com
MNI002612,mnist,3,NT,mnist sample record 3,2024-05-30,-1.14,user7651@example.com
MNI012266,mnist,9,VIC,mnist sample record 9,2024-06-19,0.2178,user5393@example.com
MNI000531,mnist,6,TAS,mnist sample record 6,2024-07-31,-0.1765,user32224@example.com
MNI001352,mnist,0,VIC,mnist sample record 0,2024-04-26,-1.0262,user35217@example.com
MNI013327,mnist,0,ACT,mnist sample record 0,2024-06-05,-1.393,user31046@example.com
MNI000771,mnist,7,NSW,mnist sample record 7,2024-12-26,0.7224,user19225@example.com
MNI008897,mnist,1,ACT,mnist sample record 1,2024-09-21,-0.8691,user12941@example.com
MNI009731,mnist,9,VIC,mnist sample record 9,2024-05-17,-0.9593,user7840@example.com
MNI011370,mnist,2,NSW,mnist sample record 2,2024-10-14,1.8683,user24665@example.com
MNI012277,mnist,0,TAS,mnist sample record 0,2024-04-18,1.4023,user18311@example.com
MNI005795,mnist,9,WA,mnist sample record 9,2024-04-28,0.3119,user566@example.com
MNI002482,mnist,3,ACT,mnist sample record 3,2024-08-31,-1.1849,user23317@example.com
MNI008386,mnist,2,NT,mnist sample record 2,2024-12-27,-1.5769,user39805@example.com
MNI013872,mnist,8,TAS,mnist sample record 8,2024-01-18,-2.1392,user17661@example.com
MNI006424,mnist,0,ACT,mnist sample record 0,2024-10-30,0.367,user12344@example.com
MNI004456,mnist,1,TAS,mnist sample record 1,2024-03-25,-0.0269,user3680@example.com
MNI006794,mnist,5,QLD,mnist sample record 5,2024-11-24,-0.1223,user39906@example.com
MNI011324,mnist,8,NT,mnist sample record 8,2024-09-23,-0.7849,user37869@example.com
MNI000542,mnist,3,ACT,mnist sample record 3,2024-07-05,-0.1558,user1114@example.com
MNI005216,mnist,7,NT,mnist sample record 7,2024-06-13,-0.9415,user39715@example.com
MNI012074,mnist,5,TAS,mnist sample record 5,2024-09-21,-1.5529,user28839@example.com
MNI011123,mnist,0,ACT,mnist sample record 0,2024-12-08,-0.6603,user25501@example.com
MNI003358,mnist,6,ACT,mnist sample record 6,2024-09-19,1.3599,user16168@example.com
MNI014149,mnist,8,NSW,mnist sample record 8,2024-02-02,-1.2872,user33876@example.com
MNI001403,mnist,2,VIC,mnist sample record 2,2024-12-06,-0.0671,user8978@example.com
MNI004651,mnist,3,TAS,mnist sample record 3,2024-07-07,0.6568,user34837@example.com
MNI009431,mnist,0,NT,mnist sample record 0,2024-11-11,-0.7353,user18665@example.com
MNI007867,mnist,4,TAS,mnist sample record 4,2024-02-15,-0.0165,user1107@example.com
MNI003810,mnist,7,WA,mnist sample record 7,2024-07-14,-0.7724,user36751@example.com
MNI012419,mnist,1,NSW,mnist sample record 1,2024-09-02,-0.0112,user25489@example.com
MNI007274,mnist,3,TAS,mnist sample record 3,2024-09-23,-0.9846,user5921@example.com
MNI009647,mnist,5,WA,mnist sample record 5,2024-06-07,-1.3362,user12719@example.com
MNI012520,mnist,3,TAS,mnist sample record 3,2024-08-14,0.996,user6395@example.com
MNI013648,mnist,9,NSW,mnist sample record 9,2024-03-28,-0.5146,user34419@example.com
MNI014260,mnist,4,QLD,mnist sample record 4,2024-01-02,-0.6307,user2305@example.com
MNI005887,mnist,6,VIC,mnist sample record 6,2024-07-30,-0.1962,user15369@example.com
MNI009778,mnist,7,VIC,mnist sample record 7,2024-10-05,-0.4584,user2599@example.com
MNI008867,mnist,9,SA,mnist sample record 9,2024-02-09,0.4193,user7256@example.com
MNI010557,mnist,4,QLD,mnist sample record 4,2024-09-27,-0.6581,user21526@example.com
MNI010097,mnist,4,SA,mnist sample record 4,2024-10-25,0.1115,user31045@example.com
MNI010713,mnist,3,WA,mnist sample record 3,2024-06-30,0.2463,user36046@example.com
MNI011886,mnist,7,TAS,mnist sample record 7,2024-10-20,-0.75,user8903@example.com
MNI006065,mnist,7,NT,mnist sample record 7,2024-04-18,0.7297,user24210@example.com
MNI002829,mnist,8,VIC,mnist sample record 8,2024-09-01,0.4674,user31426@example.com
MNI006168,mnist,9,VIC,mnist sample record 9,2024-12-22,2.3117,user1130@example.com
MNI014761,mnist,4,WA,mnist sample record 4,2024-05-13,-2.1744,user22431@example.com
MNI012920,mnist,6,NT,mnist sample record 6,2024-07-16,-1.3359,user15998@example.com
MNI000473,mnist,5,ACT,mnist sample record 5,2024-03-24,0.0811,user13177@example.com
MNI004834,mnist,0,TAS,mnist sample record 0,2024-04-09,1.4408,user13985@example.com
MNI013421,mnist,2,NT,mnist sample record 2,2024-03-13,0.9907,user12317@example.com
MNI000330,mnist,9,TAS,mnist sample record 9,2024-08-01,1.1039,user29251@example.com
MNI009407,mnist,5,VIC,mnist sample record 5,2024-05-16,0.2137,user24839@example.com
MNI013235,mnist,6,QLD,mnist sample record 6,2024-11-10,-1.6506,user14473@example.com
MNI009866,mnist,6,SA,mnist sample record 6,2024-02-13,-2.6158,user39274@example.com
MNI005862,mnist,2,NSW,mnist sample record 2,2024-05-27,-1.3588,user4847@example.com
MNI000409,mnist,6,NSW,mnist bample record 6,2024-02-20,1.8855,user13898@example.com
MNI002330,mnist,8,TAS,mnist sample record 8,2024-06-08,-1.3327,user1023@example.com
MNI007175,mnist,2,WA,mnist sample record 2,2024-03-01,-0.7694,user38193@example.com
MNI007480,mnist,6,TAS,mnist sample record 6,2024-08-13,0.3607,user25174@example.com
MNI000049,mnist,6,NT,mnist sample record 6,2024-06-11,-0.3563,user27530@example.com
MNI007591,mnist,5,ACT,mnist sample record 5,2024-04-18,-1.0569,user33613@example.com
MNI005940,mnist,7,QLD,mnist sample record 7,2024-10-10,-0.7797,user13074@example.com
MNI008006,mnist,8,NSW,mnist sample record 8,2024-12-26,0.2698,user17301@example.com
MNI012618,mnist,3,VIC,mnist sample record 3,2024-04-08,0.9456,user4066@example.com
MNI010011,mnist,5,TAS,mnist sample record 5,2024-11-24,0.1863,user5282@example.com
MNI006115,mnist,1,NSW,mnist sample record 1,2024-06-05,-0.4401,user11437@example.com
MNI010906,mnist,4,NSW,mnist sample record 4,2024-10-02,-0.0645,user39556@example.com
MNI009715,mnist,1,VIC,mnist sample record 1,2024-01-27,0.3261,user36593@example.com
MNI003038,mnist,9,SA,mnist sample record 9,2024-04-21,-1.1051,user5174@example.com
MNI002770,mnist,8,ACT,mnist sample record 8,2024-05-25,0.8369,user30957@example.com
MNI005393,mnist,1,VIC,mnist sample record 1,2024-04-12,1.0893,user2095@example.com
MNI009444,mnist,5,ACT,mnist sample record 5,2024-10-13,-0.4461,user11295@example.com
MNI008857,mnist,6,TAS,mnist sample record 6,2024-06-22,-0.2909,user24719@example.com
MNI012190,mnist,9,ACT,mnist sample record 9,2024-10-30,-2.5321,user9475@example.com
MNI004061,mnist,4,NSW,mnist sample record 4,2024-01-28,0.3294,user14994@example.com
MNI000591,mnist,3,SA,mnist sample record 3,2024-06-03,-0.8571,user24478@example.com
MNI000015,mnist,8,NT,mnist sample record 8,2024-12-11,-0.2915,user11978@example.com
MNI008559,mnist,5,QLD,mnist sample record 5,2024-01-13,3.2029,user37728@example.com
MNI014229,mnist,7,WA,mnist sample record 7,2024-12-11,-0.0069,user29351@example.com
MNI008908,mnist,4,VIC,mnist sample record 4,2024-02-18,0.7889,user730@example.com
MNI001831,mnist,9,NSW,mnist sample record 9,2024-08-13,0.0957,user24221@example.com
MNI008534,mnist,3,NT,mnist sample record 3,2024-02-26,-1.7896,user19234@example.com
MNI001941,mnist,3,SA,mnist sample record 3,2024-05-24,-1.2827,user30329@example.com
MNI003865,mnist,0,NSW,mnist sample record 0,2024-08-17,-0.2844,user35389@example.com
MNI013551,mnist,9,ACT,mnist sample record 9,2024-01-04,0.6715,user32786@example.com
MNI006821,mnist,3,NSW,mnist sample record 3,2024-01-16,-0.5916,user33595@example.com
MNI007631,mnist,7,SA,mnist sample record 7,2024-03-09,-2.086,user5525@example.com
MNI008447,mnist,2,ACT,mnist sample record 2,2024-07-08,0.2001,user6501@example.com
MNI002136,mnist,4,TAS,mnist sample record 4,2024-01-15,-0.1153,user9954@example.com
MNI011935,mnist,8,QLD,mnist sample record 8,2024-12-29,0.1674,user10637@example.com
MNI011759,mnist,7,WA,mnist sample record 7,2024-02-11,1.7147,user32619@example.com
MNI010563,mnist,0,TAS,mnist sample record 0,2024-04-11,-1.7506,user22758@example.com
MNI001674,mnist,6,TAS,mnist sample record 6,2024-10-21,-1.1865,user16155@example.com
MNI008554,mnist,7,NT,mnist sample record 7,2024-03-19,0.3698,user37999@example.com
MNI006556,mnist,0,QLD,mnist sample record 0,2024-07-08,-1.3937,user7325@example.com
MNI012840,mnist,1,NT,mnist sample record 1,2024-10-15,-0.3529,user7015@example.com
MNI012345,mnist,6,TAS,mnist sample record 6,2024-02-28,-0.409,user32659@example.com
MNI002670,mnist,3,ACT,mnist sample record 3,2024-03-20,1.9344,user12169@example.com
MNI003725,mnist,9,ACT,mnist sample record 9,2024-03-02,0.0699,user5016@example.com
MNI000915,mnist,0,QLD,mnist sample record 0,2024-06-15,0.7918,user28009@example.com
MNI007439,mnist,7,NT,mnist sample record 7,2024-04-24,0.6165,user28276@example.com
MNI008349,mnist,7,WA,mnist sample record 7,2024-05-19,-1.6304,user16170@example.com
MNI002765,mnist,6,NSW,mnist sample record 6,2024-01-12,0.3844,user1616@example.com
MNI000676,mnist,6,VIC,mnist sample record 6,2024-02-12,0.91,user32205@example.com
MNI002053,mnist,8,QLD,mnist sample record 8,2024-09-07,0.5252,user470@example.com
MNI000414,mnist,5,NT,mnist sample record 5,2024-10-06,0.5871,user21191@example.com
MNI006870,mnist,9,TAS,mnist sample record 9,2024-08-07,0.4079,user17352@example.com
MNI004483,mnist,1,TAS,mnist sample record 1,2024-08-22,0.2372,user20137@example.com
MNI000482,mnist,8,VIC,mnist sample record 8,2024-10-04,0.5656,user11872@example.com
MNI004988,mnist,4,NT,mnist sample record 4,2024-02-10,0.3837,user9272@example.com
MNI010691,mnist,5,ACT,mnist sample record 5,2024-08-11,0.9776,user33664@example.com
MNI002815,mnist,9,SA,mnist sample record 9,2024-09-20,0.3153,user23902@example.com
MNI010484,mnist,3,NT,mnist sample record 3,2024-05-23,0.5493,user1224@example.com
MNI008784,mnist,2,TAS,mnist sample record 2,2024-04-30,-0.3581,user39163@example.com
MNI003006,mnist,1,ACT,mnist sample record 1,2024-10-23,-0.1642,user14844@example.com
MNI007651,mnist,7,NT,mnist sample record 7,2024-11-14,-0.2257,user7194@example.com
MNI014142,mnist,3,NT,mnist sample record 3,2024-10-21,-0.6615,user10976@example.com
MNI001349,mnist,8,TAS,mnist sample record 8,2024-04-07,-0.4878,user1297@example.com
MNI003416,mnist,6,WA,mnist sample record 6,2024-04-28,1.7588,user36634@example.com
MNI012798,mnist,9,SA,mnist sample record 9,2024-10-15,0.3003,user38694@example.com
MNI007203,mnist,8,SA,mnist sample record 8,2024-01-08,1.7942,user3279@example.com
MNI004736,mnist,3,ACT,mnist sample record 3,2024-05-24,-0.876,user7247@example.com
MNI014795,mnist,6,SA,mnist sample record 6,2024-02-22,-1.3027,user8343@example.com
MNI014359,mnist,8,NSW,mnist sample record 8,2024-07-19,0.1398,user7935@example.com
MNI006348,mnist,3,NT,mnist sample record 3,2024-01-17,-1.2826,user13761@example.com
MNI013765,mnist,1,TAS,mnist sample record 1,2024-06-08,-1.1297,user21818@example.com
MNI002171,mnist,0,VIC,mnist sample record 0,2024-10-04,0.6824,user31146@example.com
MNI009660,mnist,8,WA,mnist sample record 8,2024-08-15,0.4551,user36282@example.com
MNI008132,mnist,5,QLD,mnist sample record 5,2024-03-11,-1.6935,user18927@example.com
MNI013537,mnist,4,NT,mnist sample record 4,2024-06-17,-0.6417,user5831@example.com
MNI006311,mnist,6,VIC,mnist sample record 6,2024-11-22,-0.8848,user9838@example.com
MNI000041,mnist,8,VIC,mnist sample record 8,2024-01-25,1.6581,user6434@example.com
MNI006265,mnist,7,VIC,mnist sample record 7,2024-04-13,0.0757,user6634@example.com
MNI009140,mnist,8,QLD,mnist sample record 8,2024-05-13,0.8432,user12955@example.com
MNI006430,mnist,9,NT,mnist sample record 9,2024-07-10,-2.06,user2124@example.com
MNI002853,mnist,9,VIC,mnist sample record 9,2024-10-02,0.7809,user24082@example.com
MNI012399,mnist,1,SA,mnist sample record 1,2024-07-12,1.1214,user18686@example.com
MNI007997,mnist,7,VIC,mnist sample record 7,2024-12-15,1.2782,user38246@example.com
MNI011343,mnist,7,VIC,mnist sample record 7,2024-10-09,1.7341,user38122@example.com
MNI013023,mnist,0,NSW,mnist sample record 0,2024-01-31,2.0985,user25702@example.com
MNI006554,mnist,7,VIC,mnist sample record 7,2024-12-20,1.1778,user7599@example.com
MNI012958,mnist,9,ACT,mnist sample record 9,2024-11-26,0.4429,user30216@example.com
MNI014234,mnist,4,NSW,mnist sample record 4,2024-08-30,1.3705,user5031@example.com
MNI005352,mnist,7,NSW,mnist sample record 7,2024-07-01,-0.8532,user34680@example.com
MNI011785,mnist,1,TAS,mnist sample record 1,2024-01-07,1.3862,user30581@example.com
MNI000795,mnist,0,ACT,mnist sample record 0,2024-07-16,1.2164,user13909@example.com
MNI013740,mnist,0,NT,mnist sample record 0,2024-04-16,0.3182,user20457@example.com
MNI012130,mnist,0,VIC,mnist sample record 0,2024-02-05,-1.0734,user32259@example.com
MNI004520,mnist,1,ACT,mnist sample record 1,2024-08-01,-0.5273,user18298@example.com
MNI012600,mnist,3,NSW,mnist sample record 3,2024-03-08,-0.0031,user32881@example.com
MNI007500,mnist,8,TAS,mnist sample record 8,2024-06-07,1.9833,user17670@example.com
MNI001639,mnist,3,NSW,mnist sample record 3,2024-11-08,0.499,user28695@example.com
MNI006545,mnist,6,NSW,mnist sample record 6,2024-10-06,-0.3266,user12327@example.com
MNI012850,mnist,3,ACT,mnist sample record 3,2024-08-02,-0.1311,user8563@example.com
MNI002314,mnist,3,NT,mnist sample record 3,2024-07-12,0.4469,user23203@example.com
MNI006637,mnist,1,QLD,mnist sample record 1,2024-12-11,0.2894,user18156@example.com
MNI002895,mnist,3,QLD,mnist sample record 3,2024-11-27,0.0068,user13536@example.com
MNI009855,mnist,7,ACT,mnist satple record 7,2024-08-05,-0.7803,user3197@example.com
MNI003749,mnist,4,VIC,mnist sample record 4,2024-11-03,-1.2102,user30474@example.com
MNI002134,mnist,4,TAS,mnist sample record 4,2024-06-14,0.3646,user21288@example.com
MNI010701,mnist,8,ACT,mnist sample record 8,2024-08-06,-1.414,user38355@example.com
MNI000558,mnist,1,QLD,mnist sample record 1,2024-09-27,0.6953,user23597@example.com
MNI007813,mnist,8,VIC,mnist sample record 8,2024-10-23,0.5647,user16632@example.com
MNI003338,mnist,8,ACT,mnist sample record 8,2024-12-20,-1.1483,user18649@example.com
MNI013337,mnist,4,TAS,mnist sample record 4,2024-06-18,-0.5336,user36809@example.com
MNI014782,mnist,7,NSW,mnist sample record 7,2024-08-26,-0.5193,user23826@example.com
MNI014595,mnist,1,NSW,mnist sample record 1,2024-10-22,-0.5975,user38844@example.com
MNI000628,mnist,1,ACT,mnist sample record 1,2024-12-30,-1.2492,user13506@example.com
MNI012820,mnist,9,QLD,mnist sample record 9,2024-05-31,-0.398,user14412@example.com
MNI001890,mnist,3,SA,mnist sample record 3,2024-11-27,-0.1594,user23043@example.com
MNI011857,mnist,0,SA,mnist sample record 0,2024-06-14,-0.304,user18128@example.com
MNI004785,mnist,7,SA,mnist sample record 7,2024-09-02,0.8879,user17926@example.com
MNI013347,mnist,0,SA,mnist sample record 0,2024-05-09,-0.5914,user14156@example.com
MNI007108,mnist,1,TAS,mnist sample record 1,2024-08-24,-0.1492,user14149@example.com
MNI012638,mnist,2,TAS,mnist sample recordv2,2024-10-04,0.7384,user1w535@example.com
MNI014436,mnist,1,TAS,mnist sample record 1,2024-11-25,-0.0981,user5019@example.com
MNI000959,mnist,2,ACT,mnist sample record 2,2024-06-02,0.9632,user27166@example.com
MNI014428,mnist,2,VIC,mnist sample record 2,2024-07-23,-0.1435,user33338@example.com
MNI000486,mnist,2,VIC,mnist sample record 2,2024-01-13,-1.0606,user35347@example.com
MNI014698,mnist,4,ACT,mnist sample record 4,2024-03-14,-0.1493,user3315@example.com
MNI004902,mnist,9,ACT,miist sample record 9,2024-08-13,-0.1425,user25934@example.com
MNI008426,mnist,0,SA,mnist sample record 0,2024-07-31,-1.2029,user27054@example.com
MNI001817,mnist,1,QLD,mnist sample record 1,2024-03-21,-0.8494,user5559@example.com
MNI003620,mnist,6,VIC,mnist sample record 6,2024-11-14,-0.4741,user26452@example.com
MNI010269,mnist,4,QLD,mnist sample record 4,2024-10-22,-0.3754,user559@example.com
MNI011732,mnist,2,VIC,mnist sample record 2,2024-12-28,1.4157,user26283@example.com
MNI005250,mnist,2,TAS,mnist sample record 2,2024-10-10,1.9998,user22826@example.com
MNI004252,mnist,6,NT,mnist sample record 6,2024-04-23,-3.1941,user9968@example.com
MNI004994,mnist,0,NT,mnist sample record 0,2024-09-24,-0.7662,user17962@example.com
MNI012196,mnist,3,WA,mnist sample record 3,2024-03-18,-0.7593,user12853@example.com
MNI009762,mnist,6,SA,mnist sample record 6,2024-02-08,-0.0184,user22786@example.com
MNI007543,mnist,4,NSW,mnist sample record 4,2024-08-09,-0.2089,user4559@example.com
MNI009680,mnist,5,TAS,mnist sample record 5,2024-08-28,1.1899,user13651@example.com
MNI013050,mnist,2,VIC,mnist sample record 2,2024-03-30,-1.25,user2211@example.com
MNI009074,mnist,3,WA,mnist sample record 3,2024-10-29,-0.9595,user28873@example.com
MNI009368,mnist,5,VIC,mnist sample record 5,2024-02-24,0.3622,user4671@example.com
MNI007864,mnist,6,VIC,mnist sample record 6,2024-07-16,1.0426,user23421@example.com
MNI006439,mnist,9,NSW,mnist sample record 9,2024-06-01,-0.366,user37555@example.com
