data_subject_id,dataset,label,node,record_text,created_at,value,owner_email
CIF007827,cifar10,3,SA,cifar10 sample record 3,2024-05-16,-1.1172,user10438@example.com
CIF011763,cifar10,4,ACT,cifar10 sample record 4,2024-03-25,0.9799,user16446@example.com
CIF014919,cifar10,7,NT,cifar10 sample record 7,2024-01-20,-0.7908,user25831@example.com
CIF004339,cifar10,8,TAS,cifar10 sample record 8,2024-11-04,2.3284,user30780@example.com
CIF011882,cifar10,5,WA,cifar10 sample record 5,2024-10-06,0.2205,user6523@example.com
CIF006030,cifar10,3,VIC,cifar10 sample record 3,2024-11-27,-0.2232,user36458@example.com
CIF010207,cifar10,1,NT,cifar10 sample record 1,2024-01-04,0.2339,user5867@example.com
CIF014475,cifar10,6,ACT,cifar10 sample record 6,2024-10-16,-0.1121,user2968@example.com
CIF004454,cifar10,8,VIC,cifar10 sample record 8,2024-04-20,0.9804,user35161@example.com
CIF009587,cifar10,6,SA,cifar10 sample record 6,2024-06-01,-1.488,user16651@example.com
CIF011401,cifar10,1,SA,cifar10 sample record 1,2024-03-02,1.2956,user7347@example.com
CIF006051,cifar10,5,SA,cifar10 sample record 5,2024-09-05,0.5497,user16836@example.com
CIF000469,cifar10,8,NSW,cifar10 sample record 8,2024-07-16,-1.1154,user23516@example.com
CIF003482,cifar10,2,WA,cifar10 sample record 2,2024-02-08,-0.8099,user20214@example.com
CIF013100,cifar10,2,NT,cifar10 snmple record 2,2024-07-05,2.12,user15533@example.com
CIF010707,cifar10,7,VIC,cifar10 sample record 7,2024-02-12,1.0103,user21872@example.com
CIF008638,cifar10,4,WA,cifar10 sample record 4,2024-02-15,-2.1786,user39600@example.com
CIF003605,cifar10,1,ACT,cifar10 sample record 1,2024-12-03,1.1805,user14812@example.com
CIF014434,cifar10,8,TAS,cifar10 sample record 8,2024-08-19,1.5013,user23464@example.com
CIF004332,cifar10,1,WA,cifar10 sample record 1,2024-02-18,-1.038,user20160@example.com
CIF006175,cifar10,6,NT,cifar10 sample record 6,2024-03-30,0.158,user24557@example.com
CIF003501,cifar10,0,TAS,cifar10 sample record 0,2024-04-16,1.8832,user11123@example.com
CIF010416,cifar10,8,SA,cifar10 sample record 8,2024-05-20,-0.1618,user12553@example.com
CIF002156,cifar10,5,SA,cifar10 sample record 5,2024-12-04,2.2474,user9272@example.com
CIF012210,cifar10,5,VIC,cifar10 sample record 5,2024-11-18,-0.0733,user10598@example.com
CIF011211,cifar10,9,NSW,cifar10 sample record 9,2024-10-27,-0.5829,user13032@example.com
CIF002612,cifar10,8,WA,cifar10 sample record 8,2024-03-16,1.4797,user6479@example.com
CIF012266,cifar10,9,QLD,cifar10 sample record 9,2024-04-26,-0.3111,user39551@example.com
CIF000531,cifar10,9,SA,cifar10 sample record 9,2024-01-22,0.8553,user16843@example.com
CIF001352,cifar10,7,NT,cifar10 sample record 7,2024-10-14,1.0743,user11624@example.com
CIF013327,cifar10,3,VIC,cifar10 sample record 3,2024-04-17,-1.6966,user31445@example.com
CIF000771,cifar10,0,WA,cifar10 sample record 0,2024-06-12,0.9205,user38750@example.com
CIF008897,cifar10,1,QLD,cifar10 sample record 1,2024-02-25,0.6572,user37216@example.com
CIF009731,cifar10,6,WA,cifar10 sample record 6,2024-04-11,1.0344,user27875@example.com
CIF011370,cifar10,3,NT,cifar10 sample record 3,2024-08-13,-0.4937,user36894@example.com
CIF012277,cifar10,3,TAS,cifar10 sample record 3,2024-11-16,-2.1425,user31674@example.com
CIF005795,cifar10,7,VIC,cifar10 sample record 7,2024-11-05,0.0872,user28989@example.com
CIF002482,cifar10,7,WA,cifar10 sample record 7,2024-10-22,0.0035,user32881@example.com
CIF008386,cifar10,4,NT,cifar10 sample record 4,2024-11-07,0.2315,user38620@example.com
CIF013872,cifar10,7,QLD,cifar10 sample record 7,2024-03-06,0.0807,user36943@example.com
CIF006424,cifar10,3,WA,cifar10 sample record 3,2024-11-05,-1.5204,user25433@example.com
CIF004456,cifar10,8,ACT,cifar10 sample record 8,2024-04-23,-0.7889,user7394@example.com
CIF006794,cifar10,5,TAS,cifar10 sample record 5,2024-07-21,-2.6282,user16309@example.com
CIF011324,cifar10,9,NSW,cifar10 sample record 9,2024-09-11,0.0601,user38536@example.com
CIF000542,cifar10,7,TAS,cifar10 sample record 7,2024-04-25,-1.1023,user37049@example.com
CIF005216,cifar10,4,WA,cifar10 sample record 4,2024-11-30,1.1323,user17223@example.com
CIF012074,cifar10,5,TAS,cifar10 sample record 5,2024-07-30,-1.7773,user22739@example.com
CIF011123,cifar10,1,NSW,cifar10 sample record 1,2024-01-26,-2.0202,user7313@example.com
CIF003358,cifar10,6,SA,cifar10 sample record 6,2024-07-10,0.464,user1219@example.com
CIF014149,cifar10,9,TAS,cifar10 sample record 9,2024-09-05,1.2896,user2658@example.com
CIF001403,cifar10,2,QLD,cifar10 sample record 2,2024-04-27,0.2249,user32605@example.com
CIF004651,cifar10,2,WA,cifar10 sample record 2,2024-02-05,0.7017,user5601@example.com
CIF009431,cifar10,3,QLD,cifar10 sample record 3,2024-04-21,-0.3384,user32110@example.com
CIF007867,cifar10,3,NT,cifar10 sample record 3,2024-03-03,-0.9459,user30119@example.com
CIF003810,cifar10,5,QLD,cifar10 sample record 5,2024-10-31,2.3386,user26672@example.com
CIF012419,cifar10,9,SA,cifar10 sample record 9,2024-03-16,0.8708,user10560@example.com
CIF007274,cifar10,2,ACT,cifar10 sample record 2,2024-12-26,1.3637,user32793@example.com
CIF009647,cifar10,5,TAS,cifar10 sample record 5,2024-05-03,-0.2524,user30662@example.com
CIF012520,cifar10,6,NT,cifar10 sample record 6,2024-03-04,0.9017,user12759@example.com
CIF013648,cifar10,9,NSW,cifar10 sample record 9,2024-04-24,-0.865,user20483@example.com
CIF014260,cifar10,0,ACT,cifar10 sample record 0,2024-03-26,-0.9121,user24399@example.com
CIF005887,cifar10,2,NSW,cifar10 sample record 2,2024-01-25,0.5446,user10510@example.com
CIF009778,cifar10,8,VIC,cifar10 sample record 8,2024-09-13,1.649,user27939@example.com
CIF008867,cifar10,3,WA,cifar10 sample record 3,2024-10-09,0.7033,user21967@example.com
CIF010557,cifar10,3,ACT,cifar10 sample record 3,2024-07-13,1.2722,user26262@example.com
CIF010097,cifar10,5,QLD,cifar10 sample record 5,2024-11-10,-1.08,user554@example.com
CIF010713,cifar10,1,NT,cifar10 sample record 1,2024-05-21,0.6968,user12353@example.com
CIF011886,cifar10,5,QLD,cifar10 sample record 5,2024-12-04,0.0085,user26421@example.com
CIF006065,cifar10,4,ACT,cifar10 sample record 4,2024-03-03,-0.7837,user31665@example.com
CIF002829,cifar10,5,WA,cifar10 sample record 5,2024-03-11,2.2198,user20233@example.com
CIF006168,cifar10,5,ACT,cifar10 sample record 5,2024-05-27,0.714,user2242@example.com
CIF014761,cifar10,0,TAS,cifar10 sample record 0,2024-04-24,-3.1441,user29445@example.com
CIF012920,cifar10,4,QLD,cifar10 sample record 4,2024-06-04,0.3195,user35154@example.com
CIF000473,cifar10,5,WA,cifar10 sample record 5,2024-12-29,-0.3557,user15360@example.com
CIF004834,cifar10,3,VIC,cifar10 sample record 3,2024-10-30,-1.5965,user22173@example.com
CIF013421,cifar10,7,ACT,cifar10 sample record 7,2024-10-24,1.9992,user34027@example.com
CIF000330,cifar10,0,TAS,cifar10 sample record 0,2024-01-21,1.3383,user17970@example.com
CIF009407,cifar10,4,WA,cifar10 sample record 4,2024-01-22,0.5239,user493@example.com
CIF013235,cifar10,7,WA,cifar10 sample record 7,2024-06-07,-0.9885,user4528@example.com
CIF009866,cifar10,3,TAS,cifar10 sample record 3,2024-04-24,0.6813,user25356@example.com
CIF005862,cifar10,7,ACT,cifar10 sample record 7,2024-04-03,-0.4045,user27309@example.com
CIF000409,cifar10,3,NSW,cixar10 sample record 3,2024-11-06,-0.2349,user29794@example.com
CIF002330,cifar10,7,NSW,cifar10 sample record 7,2024-04-28,-0.2004,user19167@example.com
CIF007175,cifar10,6,QLD,cifar10 sample record 6,2024-03-23,-0.0833,user8893@example.com
CIF007480,cifar10,1,ACT,cifar10 sample record 1,2024-10-02,0.7357,user27802@example.com
CIF000049,cifar10,0,VIC,cifar10 sample record 0,2024-10-01,-1.1184,user12793@example.com
CIF007591,cifar10,0,VIC,cifar10 sample record 0,2024-11-12,-0.6142,user23825@example.com
CIF005940,cifar10,6,VIC,cifar10 sample record 6,2024-09-27,0.4737,user12044@example.com
CIF008006,cifar10,5,WA,cifar10 sample record 5,2024-02-21,-1.2881,user39135@example.com
CIF012618,cifar10,4,WA,cifar10 sample record 4,2024-01-16,-0.4897,user23045@example.com
CIF010011,cifar10,5,QLD,cifar10 sample record 5,2024-04-26,0.9919,user984@example.com
CIF006115,cifar10,0,ACT,cifar10 sample record 0,2024-12-17,0.4938,user13375@example.com
CIF010906,cifar10,2,QLD,cifar10 sample record 2,2024-05-27,1.076,user31630@example.com
CIF009715,cifar10,8,NSW,cifar10 sample record 8,2024-03-02,-0.5107,user7357@example.com
CIF003038,cifar10,1,NT,cifar10 sample record 1,2024-09-25,-1.2167,user1761@example.com
CIF002770,cifar10,0,ACT,cifar10 sample record 0,2024-11-25,1.2396,user3866@example.com
CIF005393,cifar10,1,VIC,cifar10 sample record 1,2024-02-14,0.8075,user11674@example.com
CIF009444,cifar10,4,TAS,cifar10 sample record 4,2024-11-24,0.6224,user5279@example.com
CIF008857,cifar10,8,WA,cifar10 sample record 8,2024-08-18,0.0026,user5003@example.com
CIF012190,cifar10,4,SA,cifar10 sample record 4,2024-02-06,0.4423,user21101@example.com
CIF004061,cifar10,6,TAS,cifar10 sample record 6,2024-10-24,-0.3906,user36113@example.com
CIF000591,cifar10,2,WA,cifar10 sample record 2,2024-10-17,-0.1531,user26873@example.com
CIF000015,cifar10,5,VIC,cifar10 sample record 5,2024-03-08,0.0533,user39737@example.com
CIF008559,cifar10,5,SA,cifar10 sample record 5,2024-03-15,0.1648,user181@example.com
CIF014229,cifar10,0,QLD,cifar10 sample record 0,2024-01-11,0.2595,user22762@example.com
CIF008908,cifar10,6,ACT,cifar10 sample record 6,2024-09-26,-0.0097,user36046@example.com
CIF001831,cifar10,8,NT,cifar10 sample record 8,2024-11-10,-1.4805,user12476@example.com
CIF008534,cifar10,3,VIC,cifar10 sample record 3,2024-07-01,-0.7891,user4125@example.com
CIF001941,cifar10,2,NT,cifar10 sample record 2,2024-08-07,0.9323,user36679@example.com
CIF003865,cifar10,3,QLD,cifar10 sample record 3,2024-08-13,-1.3182,user27112@example.com
CIF013551,cifar10,1,WA,cifar10 sample record 1,2024-02-01,1.3615,user1452@example.com
CIF006821,cifar10,6,SA,cifar10 sample record 6,2024-03-17,1.1113,user28240@example.com
CIF007631,cifar10,9,WA,cifar10 sample record 9,2024-01-26,0.045,user9388@example.com
CIF008447,cifar10,8,ACT,cifar10 sample record 8,2024-08-24,-1.5465,user15948@example.com
CIF002136,cifar10,9,TAS,cifar10 sample record 9,2024-12-07,0.2042,user37987@example.com
CIF011935,cifar10,7,QLD,cifar10 sample record 7,2024-05-14,-0.7823,user7437@example.com
CIF011759,cifar10,6,QLD,cifar10 sample record 6,2024-05-02,0.4169,user25705@example.com
CIF010563,cifar10,1,VIC,cifar10 sample record 1,2024-01-20,-0.6214,user20348@example.com
CIF001674,cifar10,5,TAS,cifar10 sample record 5,2024-09-20,0.1355,user19605@example.com
CIF008554,cifar10,4,SA,cifar10 sample record 4,2024-06-02,0.3929,user35114@example.com
CIF006556,cifar10,0,VIC,cifar10 sample record 0,2024-11-17,-2.4971,user27889@example.com
CIF012840,cifar10,3,QLD,cifar10 sample record 3,2024-05-29,-0.0533,user38667@example.com
CIF012345,cifar10,0,TAS,cifar10 sample record 0,2024-03-01,0.3536,uner27595@example.com
CIF002670,cifar10,9,NSW,cifar10 sample record 9,2024-06-13,0.6374,user34404@example.com
CIF003725,cifar10,5,QLD,cifar10 sample record 5,2024-06-01,0.2871,user9728@example.com
CIF000915,cifar10,7,NSW,cifar10 sample record 7,2024-01-21,-0.6361,user22699@example.com
CIF007439,cifar10,4,ACT,cifar10 sample record 4,2024-07-29,0.1976,user18103@example.com
CIF008349,cifar10,0,QLD,cifar10 sample record 0,2024-07-25,-0.9131,user19725@example.com
CIF002765,cifar10,0,VIC,cifar10 sample record 0,2024-09-06,-0.2551,user38364@example.com
CIF000676,cifar10,5,NT,cifar10 sample record 5,2024-03-07,0.5293,user36831@example.com
CIF002053,cifar10,3,NSW,cifar10 sample record 3,2024-09-20,0.1989,user17707@example.com
CIF000414,cifar10,2,TAS,cifar10 sample record 2,2024-12-19,0.512,user34962@example.com
CIF006870,cifar10,0,TAS,cifar10 sample record 0,2024-07-17,-0.993,user21898@example.com
CIF004483,cifar10,6,ACT,cifar10 sample record 6,2024-12-13,0.6321,user30434@example.com
CIF000482,cifar10,0,QLD,cifar10 sample record 0,2024-03-13,-0.5079,user193@example.com
CIF004988,cifar10,1,VIC,cifar10 sample record 1,2024-05-31,-0.9367,user31619@example.com
CIF010691,cifar10,2,TAS,cifar10 sample record 2,2024-11-16,1.6547,user21525@example.com
CIF002815,cifar10,0,WA,cifar10 sample record 0,2024-03-15,0.231,user9858@example.com
CIF010484,cifar10,3,QLD,cifar10 sample record 3,2024-03-31,-1.1803,user6348@example.com
CIF008784,cifar10,1,VIC,cifar10 sample record 1,2024-03-14,1.2056,user7445@example.com
CIF003006,cifar10,3,NT,cifar10 sample record 3,2024-10-09,-0.8871,user18433@example.com
CIF007651,cifar10,0,QLD,cifar10 sample record 0,2024-05-12,-0.8991,user21883@example.com
CIF014142,cifar10,4,NT,cifar10 sample record 4,2024-04-03,1.1915,user25671@example.com
CIF001349,cifar10,7,NSW,cifar10 sample record 7,2024-10-16,2.0328,user36003@example.com
CIF003416,cifar10,7,NT,cifar10 sample record 7,2024-02-04,0.1954,user34710@example.com
CIF012798,cifar10,1,WA,cifar10 sample record 1,2024-08-12,-0.1159,user8207@example.com
CIF007203,cifar10,2,QLD,cifar10 sample record 2,2024-03-31,0.4059,user3784@example.com
CIF004736,cifar10,7,SA,cifar10 sample record 7,2024-02-19,-0.2946,user5001@example.com
CIF014795,cifar10,1,WA,cifar10 sample record 1,2024-12-05,-1.4047,user21353@example.com
CIF014359,cifar10,7,ACT,cifar10 sample record 7,2024-03-26,-1.4878,user16006@example.com
CIF006348,cifar10,9,TAS,cifar10 sample record 9,2024-02-09,1.3352,user16590@example.com
CIF013765,cifar10,3,NT,cifar10 sample record 3,2024-04-27,0.9164,user24951@example.com
CIF002171,cifar10,5,VIC,cifar10 sample record 5,2024-02-12,-0.7877,user17153@example.com
CIF009660,cifar10,7,VIC,cifar10 sample record 7,2024-02-20,-0.5306,user22451@example.com
CIF008132,cifar10,5,TAS,cifar10 sample record 5,2024-05-12,0.9844,user2242@example.com
CIF013537,cifar10,1,SA,cifar10 sample record 1,2024-03-12,1.034,user31393@example.com
CIF006311,cifar10,1,ACT,cifar10 sample record 1,2024-03-13,-0.3139,user5041@example.com
CIF000041,cifar10,0,NT,cifar10 sample record 0,2024-11-14,0.9084,user629@example.com
CIF006265,cifar10,9,SA,cifar10 sample record 9,2024-08-12,0.4629,user23641@example.cot
CIF009140,cifar10,0,TAS,cifar10 sample record 0,2024-11-11,2.3461,user3685@example.com
CIF006430,cifar10,4,SA,cifar10 sample record 4,2024-03-12,0.9797,user37835@example.com
CIF002853,cifar10,0,ACT,cifar10 sample record 0,2024-07-11,1.8676,user7768@example.com
CIF012399,cifar10,4,NT,cifar10 sample record 4,2024-11-11,-0.7414,user1816@example.com
CIF007997,cifar10,7,SA,cifar10 sample record 7,2024-02-12,-0.6177,user13802@example.com
CIF011343,cifar10,5,WA,cifar10 sample record 5,2024-12-07,0.4406,user16579@example.com
CIF013023,cifar10,2,ACT,cifar10 sample record 2,2024-09-14,0.6262,user38590@example.com
CIF006554,cifar10,3,ACT,cifar10 sample record 3,2024-05-10,0.5123,user21057@example.com
CIF012958,cifar10,7,WA,cifar10 sample record 7,2024-01-19,-0.9067,user16248@example.com
CIF014234,cifar10,2,VIC,cifar10 sample record 2,2024-11-14,0.2794,user7909@example.com
CIF005352,cifar10,1,VIC,cifar10 sample record 1,2024-08-27,-0.6877,user450@example.com
CIF011785,cifar10,9,SA,cifar10 sample record 9,2024-11-27,-1.9313,user30203@example.com
CIF000795,cifar10,2,ACT,cifar10 sample record 2,2024-11-30,-0.1955,user23882@example.com
CIF013740,cifar10,0,VIC,cifar10 sample record 0,2024-05-23,-1.1532,user25163@example.com
CIF012130,cifar10,5,QLD,cifar10 sample record 5,2024-03-15,0.3444,user4930@example.com
CIF004520,cifar10,5,TAS,cifar10 sample record 5,2024-04-08,-0.0164,user38355@example.com
CIF012600,cifar10,6,WA,cifar10 sample record 6,2024-12-29,1.7703,user8711@example.com
CIF007500,cifar10,8,WA,cifar10 sample record 8,2024-09-02,0.6325,user25289@example.com
CIF001639,cifar10,3,WA,cifar10 sample record 3,2024-04-20,0.0243,user15610@example.com
CIF006545,cifar10,0,NT,cifar10 sample record 0,2024-12-19,-0.2073,user24180@example.com
CIF012850,cifar10,6,NSW,cifar10 sample record 6,2024-06-28,0.9944,user1804@example.com
CIF002314,cifar10,1,NT,cifar10 sample record 1,2024-12-14,-0.654,user12766@example.com
CIF006637,cifar10,9,NSW,cifar10 sample record 9,2024-09-18,-0.224,user22427@example.com
CIF002895,cifar10,4,VIC,cifar10 sample record 4,2024-03-22,2.2123,user5425@example.com
CIF009855,cifar10,6,VIC,cifar10 sample record 6,2024-09-13,0.1964,user33765@example.com
CIF003749,cifar10,7,TAS,cifar10 sample record 7,2024-10-19,1.2425,user4845@example.com
CIF002134,cifar10,8,QLD,cifar10 sample record 8,2024-05-05,-0.0909,user2900@example.com
CIF010701,cifar10,1,WA,cifar10 sample record 1,2024-10-10,1.0083,user10086@example.com
CIF000558,cifar10,8,SA,cifar10 sample record 8,2024-04-27,0.5842,user30534@example.com
CIF007813,cifar10,5,WA,cifar10 sample record 5,2024-08-09,0.9211,user34615@example.com
CIF003338,cifar10,0,NT,cifar10 sample record 0,2024-12-28,-0.5765,user18070@example.com
CIF013337,cifar10,1,QLD,cifar10 sample record 1,2024-10-03,1.6242,user24021@example.com
CIF014782,cifar10,7,SA,cifar10 sample record 7,2024-06-11,0.8191,user27620@example.com
CIF014595,cifar10,9,ACT,cifar10 sample record 9,2024-02-21,0.8167,user31709@example.com
CIF000628,cifar10,8,WA,cifar10 sample record 8,2024-01-25,-0.2623,user32019@example.com
CIF012820,cifar10,1,SA,cifar10 sample record 1,2024-11-28,0.4813,user9819@example.com
CIF001890,cifar10,3,TAS,cifar10 sample record 3,2024-03-25,-0.4159,user17544@example.com
CIF011857,cifar10,2,ACT,cifar10 sample record 2,2024-11-29,-0.397,user2872@example.com
CIF004785,cifar10,1,NT,cifar10 sample record 1,2024-09-05,1.6544,user38285@example.com
CIF013347,cifar10,6,VIC,cifar10 sample record 6,2024-07-10,1.3471,user16311@example.com
CIF007108,cifar10,2,QLD,cifar10 sample record 2,2024-04-28,-0.7628,user2067@example.com
CIF012638,cifar10,2,SA,cifar10 sample record 2,2024-01-28,0.451,user39636@example.com
CIF014436,cifar10,4,NSW,cifar10 sample record 4,2024-08-19,-0.3505,user2940@example.com
CIF000959,cifar10,9,NT,cifar10 sample record 9,2024-05-07,-0.1927,user30710@example.com
CIF014428,cifar10,8,SA,cifar10 sample record 8,2024-12-16,-0.1948,user13126@example.com
CIF000486,cifar10,6,NSW,cifar10 sample record 6,2024-07-03,-1.0438,user17109@example.com
CIF014698,cifar10,3,TAS,cifar10 sample record 3,2024-06-08,0.7655,user25119@example.com
