data_subject_id,dataset,label,node,record_text,created_at,value,owner_email
CIF014925,cifar100,50,NSW,cifar100 sample record 50,2024-07-06,-3.792,user22454@example.com
CIF006730,cifar100,79,NT,cifar100 sample record 79,2024-12-08,-0.2037,user23937@example.com
CIF001665,cifar100,83,WA,cifar100 sample record 83,2024-11-02,1.1311,user10564@example.com
CIF003114,cifar100,92,WA,cifar100 sample record 92,2024-09-09,-0.1484,user12376@example.com
CIF009616,cifar100,97,WA,cifar100 sample record 97,2024-11-07,1.0211,user31239@example.com
CIF013131,cifar100,4,WA,cifar100 sample record 4,2024-04-17,-0.3191,user3295@example.com
CIF005318,cifar100,14,TAS,cifar100 sample record 14,2024-09-18,-2.9984,user25355@example.com
CIF008318,cifar100,73,ACT,cifar100 sample record 73,2024-07-25,-1.471,user19305@example.com
CIF003368,cifar100,68,SA,cifar100 sample record 68,2024-05-04,-1.2036,user38500@example.com
CIF004109,cifar100,40,WA,cifar100 savple record 40,2024-12-18,0.6724,user7788@example.com
CIF004742,cifar100,27,WA,cifar100 sample record 27,2024-07-10,-0.534,user892@example.com
CIF011424,cifar100,85,QLD,cifar100 sample record 85,2024-09-07,0.9833,user10997@example.com
CIF001272,cifar100,10,SA,cifar100 sample record 10,2024-09-22,-0.3356,user28846@example.com
CIF001487,cifar100,58,WA,cifar100 sample record 58,2024-04-27,-1.3192,user14301@example.com
CIF002033,cifar100,14,QLD,cifar100 sample record 14,2024-04-11,1.475,user16870@example.com
CIF013979,cifar100,92,SA,cifar100 sample record 92,2024-02-14,-1.9849,user3403@example.com
CIF014922,cifar100,82,ACT,cifar100 sample record 82,2024-11-13,0.8614,user3588@example.com
CIF004629,cifar100,83,TAS,cifar100 sample rrcord 83,2024-05-30,0.43,user4327@examplq.com
CIF010083,cifar100,71,NSW,cifar100 sample record 71,2024-11-27,-0.2547,user12209@example.com
CIF011641,cifar100,80,NT,cifar100 sample record 80,2024-09-24,-0.6364,user36680@example.com
CIF009142,cifar100,95,WA,cifar100 sample record 95,2024-02-26,1.5042,user33143@example.com
CIF007332,cifar100,67,NSW,cifar100 sample record 67,2024-03-20,-0.3161,user4679@example.com
CIF001052,cifar100,56,SA,cifar100 sample record 56,2024-09-05,2.024,user36169@example.com
CIF009118,cifar100,65,WA,cifar100 sample record 65,2024-07-02,-0.4154,user25290@example.com
CIF009284,cifar100,86,ACT,cifar100 sample record 86,2024-09-13,-2.0598,user27120@example.com
CIF013931,cifar100,72,SA,cifar100 sample record 72,2024-09-21,0.2099,user10667@example.com
CIF000069,cifar100,89,SA,cifar100 sample record 89,2024-06-15,0.4537,user37477@example.com
CIF009097,cifar100,34,NSW,cifar100 sample record 34,2024-07-21,-0.0168,user13785@example.com
CIF005715,cifar100,61,NT,cifar100 sample record 61,2024-03-05,-0.4115,user32097@example.com
CIF014561,cifar100,19,WA,cifar100 sample record 19,2024-07-02,-0.786,user25391@example.com
CIF004660,cifar100,19,NSW,cifar100 sample record 19,2024-10-08,1.9619,user28400@example.com
CIF004037,cifar100,77,TAS,cifar100 sample record 77,2024-10-24,0.6592,user39792@example.com
CIF003005,cifar100,26,ACT,cifar100 sample record 26,2024-12-30,-1.1753,user12194@example.com
CIF011001,cifar100,11,SA,cifar100 sample record 11,2024-08-12,-0.2903,user34037@example.com
CIF009745,cifar100,97,NT,cifar100 sample record 97,2024-03-30,0.7611,user36658@example.com
CIF007045,cifar100,87,NSW,cifar100 sample record 87,2024-06-06,-0.6806,user24596@example.com
CIF013224,cifar100,46,ACT,cifar100 sample record 46,2024-05-29,0.7755,user8953@example.com
CIF006710,cifar100,14,TAS,cifar100 sample recorr 14,2024-06-05,-0.0418,oser25818@example.com
CIF004446,cifar100,61,QLD,cifar100 sample record 61,2024-07-15,0.7857,user13532@example.com
CIF006038,cifar100,27,TAS,cifar100 sample record 27,2024-08-31,-1.9456,user16569@example.com
CIF011392,cifar100,28,QLD,cifar100 sample record 28,2024-03-26,-0.5992,user16089@example.com
CIF005323,cifar100,82,NSW,cifar100 sample record 82,2024-02-04,-1.1434,user3820@example.com
CIF000894,cifar100,94,TAS,cifar100 sample record 94,2024-04-27,-1.5839,user22882@example.com
CIF010172,cifar100,10,SA,cifar100 sample record 10,2024-12-12,1.549,user37920@example.com
CIF005451,cifar100,18,NSW,cifar100 sample record 18,2024-02-29,-0.1737,user38318@example.com
CIF011254,cifar100,99,ACT,cifar100 sample record 99,2024-12-13,1.7853,user8803@example.com
CIF008208,cifar100,24,WA,cifer100 sample record 24,2024-11-06,0.0917,user26559@examlle.com
CIF005485,cifar100,14,NT,cifar100 sample record 14,2024-02-07,-1.1532,user9138@example.com
CIF010852,cifar100,94,NSW,cifar100 sample record 94,2024-06-05,-0.2878,user33717@example.com
CIF005648,cifar100,10,NSW,cifar100 sample record 10,2024-02-21,-0.5103,user25465@example.com
CIF008734,cifar100,69,ACT,cifar100 sample record 69,2024-11-15,0.1817,user24020@example.com
CIF011888,cifar100,1,QLD,cifar100 sample record 1,2024-10-21,0.2774,user15568@example.com
CIF012160,cifar100,49,NSW,cifar100 sample record 49,2024-04-21,0.2601,user29909@example.com
CIF000538,cifar100,82,QLD,cifar100 sample record 82,2024-10-03,1.3708,user7544@example.com
CIF001139,cifar100,71,ACT,cifar100 sample record 71,2024-07-22,2.2049,user4530@example.com
CIF012101,cifar100,91,ACT,cifar100 sample record 91,2024-02-18,-0.0705,user13078@example.com
CIF002317,cifar100,90,WA,cifar100 sample record 90,2024-07-12,0.0464,user16505@example.com
CIF007400,cifar100,56,SA,cifar100 sample record 56,2024-03-24,-0.4074,user353@example.com
CIF000793,cifar100,89,ACT,cifar100 sample record 89,2024-08-27,-0.1585,user19239@example.com
CIF009812,cifar100,67,ACT,cifar100 sample record 67,2024-09-16,1.1917,user4315@example.com
CIF008319,cifar100,38,TAS,cifar100 sample record 38,2024-08-12,-0.3144,user15993@example.com
CIF002428,cifar100,4,WA,cifar100 sample record 4,2024-07-19,-0.186,user1408@example.com
CIF007827,cifar100,31,QLD,cifar100 sample record 31,2024-06-13,0.0715,user11869@example.com
CIF011763,cifar100,99,WA,cifar100 sample record 99,2024-08-08,0.0786,user29099@example.com
CIF014919,cifar100,45,NSW,cifar100 sample record 45,2024-09-17,-1.5667,user1870@example.com
CIF004339,cifar100,43,VIC,cifar100 sample record 43,2024-03-15,2.4067,user15777@example.com
CIF011882,cifar100,46,VIC,cifar100 sample record 46,2024-07-11,2.062,user1353@example.com
CIF006030,cifar100,77,NT,cifar100 sample record 77,2024-08-30,-0.2013,user13266@example.com
CIF010207,cifar100,99,SA,cifar100 sample record 99,2024-02-17,-0.3845,user29879@example.com
CIF014475,cifar100,23,QLD,cifar100 sample record 23,2024-09-07,0.5691,user31293@example.com
CIF004454,cifar100,64,NT,cifar100 sample record 64,2024-04-16,0.4691,user10449@example.com
CIF009587,cifar100,35,SA,cifar100 sample record 35,2024-08-06,-0.7903,user3635@example.com
CIF011401,cifar100,79,WA,cifar100 sample record 79,2024-08-11,0.1622,user36482@example.com
CIF006051,cifar100,17,NT,cifar100 sample record 17,2024-09-10,-0.1241,user22229@example.com
CIF000469,cifar100,8,ACT,cifar100 sample record 8,2024-08-29,0.5949,user12185@example.com
CIF003482,cifar100,98,SA,cifar100 sample record 98,2024-03-01,-0.907,user34511@example.com
CIF013100,cifar100,35,TAS,cyfar100 sample record 35,2024-08-29,-1.0803,user2816@example.com
CIF010707,cifar100,90,QLD,cifar100 sample record 90,2024-05-08,0.3036,user10242@example.com
CIF008638,cifar100,65,ACT,cifar100 sample record 65,2024-06-04,0.5028,user23330@example.com
CIF003605,cifar100,69,NT,cifar100 sample record 69,2024-02-01,-0.44,user23031@example.com
CIF014434,cifar100,12,QLD,cifar100wsample record 12,2024-11-25,-0.7613,user1324@example.com
CIF004332,cifar100,48,ACT,cifar100 sample record 48,2024-10-02,0.882,user15731@example.com
CIF006175,cifar100,22,ACT,cifar100 sample record 22,2024-05-24,0.8669,user58@example.com
CIF003501,cifar100,24,SA,cifar100 sample record 24,2024-08-28,0.5349,user106@example.com
CIF010416,cifar100,6,NT,cifar100 sample record 6,2024-08-20,-0.574,user26457@example.com
CIF002156,cifar100,44,WA,cifar100 sample record 44,2024-02-19,0.9694,user31546@example.com
CIF012210,cifar100,55,WA,cifar100 sample record 55,2024-11-13,0.7557,user16338@example.com
CIF011211,cifar100,89,WA,cifar100 sample record 89,2024-05-23,0.5659,user22772@example.com
CIF002612,cifar100,82,ACT,cifar100 sample record 82,2024-12-12,-1.8238,user9173@example.com
CIF012266,cifar100,93,WA,cifar100 sample record 93,2024-05-28,-1.5088,user4989@example.com
CIF000531,cifar100,29,WA,cifar100 sample record 29,2024-02-01,1.3727,user12123@example.com
CIF001352,cifar100,19,SA,cifar100 sample record 19,2024-10-18,1.3709,user35353@example.com
CIF013327,cifar100,13,NT,cifar100 sample record 13,2024-09-15,-0.3988,user12042@example.com
CIF000771,cifar100,77,WA,cifar100 sample record 77,2024-07-17,-0.9567,user17755@example.com
CIF008897,cifar100,7,SA,cifar100 sample record 7,2024-10-03,0.7621,user13104@example.com
CIF009731,cifar100,47,TAS,cifar100 sample record 47,2024-06-13,-2.3176,user22211@example.com
CIF011370,cifar100,18,SA,cifar100 sample record 18,2024-03-17,-1.8729,user7185@example.com
CIF012277,cifar100,59,QLD,cifar100 sample record 59,2024-05-17,-0.2998,user7301@example.com
CIF005795,cifar100,25,WA,cifar100 sample record 25,2024-08-27,-1.4643,user22138@example.com
CIF002482,cifar100,18,VIC,cifar100 sample record 18,2024-08-24,-0.57,user16888@example.com
CIF008386,cifar100,92,WA,cifar100 sample record 92,2024-03-16,-0.8797,user1901@example.com
CIF013872,cifar100,5,VIC,cifar100 sample record 5,2024-06-15,-0.5189,user24455@example.com
CIF006424,cifar100,12,VIC,cifar100 sample record 12,2024-03-20,2.4359,user10545@example.com
CIF004456,cifar100,85,ACT,cifar100 sample record 85,2024-06-09,1.0944,user33611@example.com
CIF006794,cifar100,41,NT,cifar100 sample record 41,2024-04-03,-0.0279,user26147@example.com
CIF011324,cifar100,66,VIC,cifar100 sample record 66,2024-07-22,0.7028,user32367@example.com
CIF000542,cifar100,98,NT,cifar100 sample record 98,2024-01-28,-1.2801,user20781@example.com
CIF005216,cifar100,95,TAS,cifar100 sample record 95,2024-10-11,-0.2637,user30391@example.com
CIF012074,cifar100,80,NSW,cifar100 sample record 80,2024-11-13,-0.5233,user5893@example.com
CIF011123,cifar100,3,TAS,cifar100 sample record 3,2024-09-25,-0.3605,user273@example.com
CIF003358,cifar100,21,QLD,cifar100 sample record 21,2024-09-10,-1.1881,user36891@example.com
CIF014149,cifar100,31,NT,cifar100 sample record 31,2024-08-07,0.4408,user5945@example.com
CIF001403,cifar100,62,VIC,cifar100 sample record 62,2024-03-29,0.5921,user39509@example.com
CIF004651,cifar100,43,VIC,cifar100 sample record 43,2024-08-05,0.5806,user11534@example.com
CIF009431,cifar100,22,WA,cifar100 sample record 22,2024-11-29,-0.3368,user32131@example.com
CIF007867,cifar100,81,NSW,cifar100 sample record 81,2024-04-10,0.9279,user13166@example.com
CIF003810,cifar100,97,QLD,cifar100 sample record 97,2024-12-02,0.3452,user9067@example.com
CIF012419,cifar100,90,VIC,cifar100 sample record 90,2024-09-22,1.0189,user5716@example.com
CIF007274,cifar100,80,VIC,cifar100 sample record 80,2024-07-09,0.0431,user29471@example.com
CIF009647,cifar100,80,WA,cifar100 sample record 80,2024-01-27,0.9548,user25624@example.com
CIF012520,cifar100,12,NSW,cifar100 sample record 12,2024-05-28,1.6475,user13767@example.com
CIF013648,cifar100,75,VIC,cifar100 sample record 75,2024-09-07,0.2857,user21947@example.com
CIF014260,cifar100,11,ACT,cifar100 sample record 11,2024-10-06,0.1823,user27483@example.com
CIF005887,cifar100,10,NSW,cifar100 sample record 10,2024-08-11,-0.2115,user6327@example.com
CIF009778,cifar100,21,SA,cifar100 sample record 21,2024-07-14,0.3836,user10833@example.com
CIF008867,cifar100,75,ACT,cifar100 sample record 75,2024-08-18,1.0486,user35897@example.com
CIF010557,cifar100,72,VIC,cifar100 sample record 72,2024-05-03,1.1889,user26117@example.com
CIF010097,cifar100,4,NSW,cifar100 sample record 4,2024-06-17,-0.8949,user21815@example.com
CIF010713,cifar100,23,WA,cifar100 sample record 23,2024-11-01,0.1336,user13671@example.com
CIF011886,cifar100,15,SA,cifar100 sample record 15,2024-06-08,-0.7393,user14880@example.com
CIF006065,cifar100,88,NT,cifar100 sample record 88,2024-05-01,0.8353,user25894@example.com
CIF002829,cifar100,75,NSW,cifar100 sample record 75,2024-05-23,0.9051,user11178@example.com
CIF006168,cifar100,11,NT,cifar100 sample record 11,2024-10-30,-1.4101,user1733@example.com
CIF014761,cifar100,52,ACT,cifar100 sample record 52,2024-01-26,-0.0794,user27585@example.com
CIF012920,cifar100,56,NT,cifar100 sample record 56,2024-06-21,2.0859,user18611@example.com
CIF000473,cifar100,36,SA,cifar100 sample record 36,2024-12-25,0.0501,user10700@example.com
CIF004834,cifar100,56,TAS,cifar100 sample record 56,2024-02-06,-0.0377,user1496@example.com
CIF013421,cifar100,12,QLD,cifar100 sample record 12,2024-09-09,-0.3981,user28472@example.com
CIF000330,cifar100,25,NT,cifar100 sample record 25,2024-04-28,0.6161,user15043@example.com
CIF009407,cifar100,20,ACT,cifar100 sample record 20,2024-11-05,0.1779,user7293@example.com
CIF013235,cifar100,6,NSW,cifar100 sample record 6,2024-03-22,-0.434,user36765@example.com
CIF009866,cifar100,19,NT,cifar100 sample record 19,2024-01-13,0.1165,user19206@example.com
CIF005862,cifar100,83,NSW,cifar100 sample record 83,2024-06-15,-1.0013,user38016@example.com
CIF000409,cifar100,69,NSW,cifar100 sample record 69,2024-05-17,0.9336,user28986@example.com
CIF002330,cifar100,35,TAS,cifar100 sample record 35,2024-07-26,1.3017,user28167@example.com
CIF007175,cifar100,13,TAS,cifar100 sample record 13,2024-10-20,-1.5992,user685@example.com
CIF007480,cifar100,71,WA,cifar100 sample record 71,2024-10-28,0.1761,user32035@example.com
CIF000049,cifar100,87,ACT,cifar100 sample record 87,2024-10-30,-0.0198,user29485@example.com
CIF007591,cifar100,81,NSW,cifar100 sample record 81,2024-12-11,-0.1136,user33690@example.com
CIF005940,cifar100,35,NT,cifar100 sample record 35,2024-11-14,-0.9868,user19791@example.com
CIF008006,cifar100,19,TAS,cifar100 sample record 19,2024-10-24,-0.7697,user7538@example.com
CIF012618,cifar100,39,ACT,cifar100 sample record 39,2024-10-12,0.3123,user32792@example.com
CIF010011,cifar100,43,QLD,cifar100 sample record 43,2024-02-22,1.0161,user5312@example.com
CIF006115,cifar100,7,SA,cifar100 sample record 7,2024-09-12,0.5955,user11802@example.com
CIF010906,cifar100,13,SA,cifar100 sample record 13,2024-03-24,1.1304,user552@example.com
CIF009715,cifar100,38,TAS,cifar100 sample record 38,2024-04-27,2.0544,user15378@example.com
CIF003038,cifar100,2,TAS,cifar100 sample record 2,2024-11-28,-0.1014,user39460@example.com
CIF002770,cifar100,28,NT,cifar100 sample record 28,2024-03-22,-0.5812,user4139@example.com
CIF005393,cifar100,70,WA,cifar100 sample record 70,2024-08-25,-0.1592,user1180@example.com
CIF009444,cifar100,52,VIC,cifar100 sample record 52,2024-01-01,-0.4671,user3659@example.com
CIF008857,cifar100,80,ACT,cifar100 sample record 80,2024-12-21,0.2128,user16975@example.com
CIF012190,cifar100,77,SA,cifar100 sample record 77,2024-11-14,0.6229,user3607@example.com
CIF004061,cifar100,5,QLD,cifar100 sample record 5,2024-12-19,0.3312,user13494@example.com
CIF000591,cifar100,52,TAS,cifar100 sample record 52,2024-09-06,2.1099,user11395@example.com
CIF000015,cifar100,97,NSW,cifar100 sample record 97,2024-07-25,-0.7479,user21127@example.com
CIF008559,cifar100,79,WA,cifar100 sample record 79,2024-03-09,0.0616,user23086@example.com
CIF014229,cifar100,35,QLD,cifar100 sample record 35,2024-10-01,0.0252,user24855@example.com
CIF008908,cifar100,77,NT,cifar100 sample record 77,2024-03-07,0.9845,user10274@example.com
CIF001831,cifar100,42,NT,cifar100 sample record 42,2024-05-13,1.9987,user29101@example.com
CIF008534,cifar100,46,NSW,cifar100 sample record 46,2024-09-04,1.2375,user18517@example.com
CIF001941,cifar100,18,QLD,cifar100 sample record 18,2024-08-28,0.538,user37229@example.com
CIF003865,cifar100,21,TAS,cifar100 sample record 21,2024-01-24,-0.7945,user22878@example.com
CIF013551,cifar100,9,TAS,cifar100 sample record 9,2024-06-11,-0.7291,user6686@example.com
CIF006821,cifar100,83,QLD,cifar100 sample record 83,2024-09-25,-1.5739,user10478@example.com
CIF007631,cifar100,51,QLD,cifar100 sample record 51,2024-04-15,-0.2632,user21148@example.com
CIF008447,cifar100,3,TAS,cifar100 sample record 3,2024-01-12,0.0216,user26839@example.com
CIF002136,cifar100,99,NSW,cifar100 sample record 99,2024-01-25,-0.555,user35881@example.com
CIF011935,cifar100,5,NSW,cifar100 sample record 5,2024-07-06,0.7404,user15473@example.com
CIF011759,cifar100,30,ACT,cifar100 sample record 30,2024-06-20,-0.0871,user16986@example.com
CIF010563,cifar100,31,WA,cifar100 sample record 31,2024-08-10,1.224,user25384@example.com
CIF001674,cifar100,14,NSW,cifar100 sample record 14,2024-01-24,-3.2165,user7759@example.com
CIF008554,cifar100,35,VIC,cifar100 sample record 35,2024-12-19,1.0622,user34763@example.com
CIF006556,cifar100,53,SA,cifar100 sample record 53,2024-07-25,0.8051,user2457@example.com
CIF012840,cifar100,87,SA,cifar100 sample record 87,2024-06-17,-0.6715,user4201@example.com
CIF012345,cifar100,75,VIC,cifar100 sample reuord 75,2024-12-28,-0.9818,uker26338@example.com
CIF002670,cifar100,16,NT,cifar100 sample record 16,2024-12-11,-1.6478,user36623@example.com
CIF003725,cifar100,50,WA,cifar100 sample record 50,2024-12-13,0.04,user32058@example.com
CIF000915,cifar100,22,QLD,cifar100 sample record 22,2024-06-09,-1.6115,user10877@example.com
CIF007439,cifar100,68,NSW,cifar100 sample record 68,2024-06-04,-0.0784,user22015@example.com
CIF008349,cifar100,55,SA,cifar100 sample record 55,2024-02-23,0.1146,user32939@example.com
CIF002765,cifar100,92,WA,cifar100 sample record 92,2024-02-25,-1.2604,user26272@example.com
CIF000676,cifar100,4,SA,cifar100 sample record 4,2024-08-11,-0.079,user25450@example.com
CIF002053,cifar100,70,SA,cifar100 sample record 70,2024-07-11,-0.1779,user2018@example.com
CIF000414,cifar100,21,VIC,cifar100 sample record 21,2024-12-04,-0.6526,user28443@example.com
CIF006870,cifar100,13,NT,cifar100 sample record 13,2024-11-19,0.5547,user17964@example.com
CIF004483,cifar100,44,ACT,cifar100 sample record 44,2024-04-23,-0.5302,user1437@example.com
CIF000482,cifar100,51,NT,cifar100 sample record 51,2024-08-09,1.9177,user36595@example.com
CIF004988,cifar100,30,WA,cifar100 sample record 30,2024-04-01,1.9303,user25821@example.com
CIF010691,cifar100,12,VIC,cifar100 sample record 12,2024-04-07,0.8529,user18015@example.com
CIF002815,cifar100,58,NT,cifar100 sample record 58,2024-12-01,-0.0604,user24223@example.com
CIF010484,cifar100,28,WA,cifar100 sample record 28,2024-12-08,-0.4367,user39167@example.com
CIF008784,cifar100,64,NSW,cifar100 sample record 64,2024-05-19,-0.5556,user14768@example.com
CIF003006,cifar100,74,SA,cifar100 sample record 74,2024-09-26,-0.6403,user4728@example.com
CIF007651,cifar100,96,NT,cifar100 sample record 96,2024-03-17,-0.0939,user3744@example.com
CIF014142,cifar100,93,SA,cifar100 sample record 93,2024-05-23,-0.3856,user6497@example.com
CIF001349,cifar100,84,TAS,cifar100 sample record 84,2024-04-16,1.0666,user39768@example.com
CIF003416,cifar100,53,VIC,cifar100 sample record 53,2024-10-07,0.8298,user16019@example.com
CIF012798,cifar100,69,NSW,cifar100 sample record 69,2024-03-09,0.2059,user38451@example.com
CIF007203,cifar100,66,WA,cifar100 sample record 66,2024-05-20,-0.2177,user4963@example.com
CIF004736,cifar100,31,NT,cifar100 sample record 31,2024-06-16,-1.0911,user21800@example.com
CIF014795,cifar100,28,ACT,cifar100 sample record 28,2024-05-26,-1.3801,user30371@example.com
CIF014359,cifar100,76,ACT,cifar100 sample record 76,2024-06-28,0.3882,user17914@example.com
CIF006348,cifar100,56,WA,cifar100 sample record 56,2024-12-05,1.4447,user15937@example.com
CIF013765,cifar100,57,WA,cifar100 sample record 57,2024-01-11,-0.6724,user17942@example.com
CIF002171,cifar100,71,VIC,cifar100 sample record 71,2024-12-16,0.6021,user17819@example.com
CIF009660,cifar100,12,TAS,cifar100 sample record 12,2024-08-26,1.8955,user12871@example.com
CIF008132,cifar100,9,TAS,cifar100 sample record 9,2024-03-12,0.7598,user9275@example.com
CIF013537,cifar100,24,TAS,cifar100 sample record 24,2024-01-16,-1.1748,user4915@example.com
CIF006311,cifar100,84,TAS,cifar100 sample record 84,2024-02-12,-0.0791,user8922@example.com
CIF000041,cifar100,76,TAS,cifar100 sample record 76,2024-05-12,0.4703,user4177@example.com
CIF006265,cifar100,14,ACT,cifar100 sampie record 14,2024-10-25,-0.4657,user6589@etample.com
CIF009140,cifar100,37,VIC,cifar100 sample record 37,2024-02-19,0.1859,user37992@example.com
CIF006430,cifar100,98,NSW,cifar100 sample record 98,2024-11-16,-3.8953,user32355@example.com
CIF002853,cifar100,10,ACT,cifar100 sample record 10,2024-08-26,-0.6277,user29430@example.com
CIF012399,cifar100,80,NSW,cifar100 sample record 80,2024-02-04,-1.5824,user29147@example.com
CIF007997,cifar100,51,QLD,cifar100 sample record 51,2024-06-03,-2.0146,user17137@example.com
CIF011343,cifar100,19,QLD,cifar100 sample record 19,2024-08-26,2.2082,user3892@example.com
CIF013023,cifar100,75,VIC,cifar100 sample record 75,2024-05-02,-0.1414,user10759@example.com
CIF006554,cifar100,40,TAS,cifar100 sample record 40,2024-09-07,0.888,user14976@example.com
CIF012958,cifar100,62,SA,cifar100 sample record 62,2024-02-05,1.5147,user37083@example.com
CIF014234,cifar100,53,VIC,cifar100 sample record 53,2024-04-07,-0.0109,user8815@example.com
CIF005352,cifar100,59,ACT,cifar100 sample record 59,2024-10-27,-1.3472,user11789@example.com
CIF011785,cifar100,39,NT,cifar100 sample record 39,2024-01-30,-0.6742,user34143@example.com
CIF000795,cifar100,20,SA,cifar100 sample record 20,2024-03-26,1.3522,user31544@example.com
CIF013740,cifar100,15,TAS,cifar100 sample record 15,2024-10-10,0.2483,user31997@example.com
CIF012130,cifar100,76,WA,cifar100 sample record 76,2024-10-23,-0.3635,user31152@example.com
CIF004520,cifar100,14,SA,cifar100 sample record 14,2024-06-21,0.7083,user16368@example.com
CIF012600,cifar100,67,VIC,cifar100 sample record 67,2024-06-18,-1.0446,user1272@example.com
CIF007500,cifar100,30,VIC,cifar100 sample record 30,2024-12-12,0.3316,user6700@example.com
CIF001639,cifar100,17,WA,cifar100 sample record 17,2024-06-11,-0.256,user21756@example.com
CIF006545,cifar100,47,TAS,cifar100 sample record 47,2024-06-20,0.7387,user32495@example.com
CIF012850,cifar100,11,QLD,cifar100 sample record 11,2024-10-30,0.4711,user10540@example.com
CIF002314,cifar100,53,WA,cifar100 sample record 53,2024-05-12,-0.9538,user25483@example.com
CIF006637,cifar100,48,NSW,cifar100 sample record 48,2024-07-08,0.6026,user14405@example.com
CIF002895,cifar100,84,SA,cifar100 sample record 84,2024-02-15,-0.9608,user20583@example.com
CIF009855,cifar100,85,QLD,cifas100 sample record 85,2024-08-11,0.749,usec16237@example.com
CIF003749,cifar100,63,TAS,cifar100 sample record 63,2024-09-06,1.6146,user22016@example.com
CIF002134,cifar100,47,VIC,cifar100 sample record 47,2024-11-18,-1.8831,user6302@example.com
CIF010701,cifar100,38,SA,cifar100 sample record 38,2024-02-15,-0.0536,user32221@example.com
CIF000558,cifar100,27,NT,cifar100 sample record 27,2024-07-11,-0.6658,user23926@example.com
CIF007813,cifar100,42,TAS,cifar100 sample record 42,2024-08-21,-0.7557,user31909@example.com
CIF003338,cifar100,58,ACT,cifar100 sample record 58,2024-03-23,-0.1664,user7798@example.com
CIF013337,cifar100,11,VIC,cifar100 sample record 11,2024-10-17,-0.3309,user21108@example.com
CIF014782,cifar100,51,TAS,cifar100 sample record 51,2024-06-19,0.6158,user1352@example.com
CIF014595,cifar100,2,NT,cifar100 sample record 2,2024-12-29,0.9144,user1596@example.com
CIF000628,cifar100,98,SA,cifar100 sample record 98,2024-12-27,-0.2038,user32627@example.com
CIF012820,cifar100,28,NSW,cifar100 sample record 28,2024-02-02,1.234,user33753@example.com
CIF001890,cifar100,6,QLD,cifar100 sample record 6,2024-06-14,-2.9529,user19367@example.com
CIF011857,cifar100,44,TAS,cifar100 sample record 44,2024-09-18,1.5293,user34147@example.com
CIF004785,cifar100,51,NT,cifar100 sample record 51,2024-10-26,0.0187,user37435@example.com
CIF013347,cifar100,25,SA,cifar100 sample record 25,2024-09-10,2.3002,user25229@example.com
CIF007108,cifar100,82,NSW,cifar100 sample record 82,2024-12-09,-1.973,user38237@example.com
CIF012638,cifar100,73,VIC,cifar100 sample record 73,2024-08-30,-0.733,user34192@example.zom
CIF014436,cifar100,89,NSW,cifar100 sample record 89,2024-04-01,-0.2284,user9861@example.com
CIF000959,cifar100,1,QLD,cifar100 sample record 1,2024-07-04,-0.7782,user16915@example.com
CIF014428,cifar100,41,NSW,cifar100 sample record 41,2024-07-22,-0.4473,user28276@example.com
CIF000486,cifar100,15,NT,cifar100 sample record 15,2024-05-03,-1.0213,user22865@example.com
CIF014698,cifar100,2,NT,cifar100 sample record 2,2024-09-02,-1.1106,user4275@example.com
